       21       21       21
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
   1.02500   1.10000   1.17500   1.25000   1.32500   1.40000   1.47500
   1.55000   1.62500   1.70000   1.77500   1.85000   1.92500   2.00000
   0.50000   0.57500   0.65000   0.72500   0.80000   0.87500   0.95000
